type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female;lt_type;lt_skz;lt_desc;lt_ipub_desc;lt_street;lt_zip;lt_city;count
VS;315121;Volksschule;1689993.09,6141080.63;Schulstraße 2;3381;Golling an der Erlauf;öffentl.;2;36;21;15;NMSH;315042;Mittelschule;Neue Mittelschule an Hauptschulen;Rathausstraße 10;3375;Krummnußbaum;10
VS;315121;Volksschule;1689993.09,6141080.63;Schulstraße 2;3381;Golling an der Erlauf;öffentl.;2;36;21;15;NMSH;315112;Mittelschule;Neue Mittelschule an Hauptschulen;Schulring 7;3370;Ybbs an der Donau;0
VS;315121;Volksschule;1689993.09,6141080.63;Schulstraße 2;3381;Golling an der Erlauf;öffentl.;2;36;21;15;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315151;Volksschule;1715646.36,6132820.76;Kirchenplatz 6;3383;Hürm;öffentl.;4;74;37;37;NMSH;315142;Mittelschule;Neue Mittelschule an Hauptschulen;Kirchenplatz 8;3383;Hürm;14
VS;315151;Volksschule;1715646.36,6132820.76;Kirchenplatz 6;3383;Hürm;öffentl.;4;74;37;37;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315151;Volksschule;1715646.36,6132820.76;Kirchenplatz 6;3383;Hürm;öffentl.;4;74;37;37;AHS;302016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Josefstraße 84;3101;St. Pölten;0
VS;315171;Volksschule;1715552.9,6123772;Sankt Pöltner Straße 11;3233;Kilb;öffentl.;6;117;56;61;NMSH;315032;Mittelschule;Neue Mittelschule an Hauptschulen;Kohlenbergstraße 3;3233;Kilb;16
VS;315171;Volksschule;1715552.9,6123772;Sankt Pöltner Straße 11;3233;Kilb;öffentl.;6;117;56;61;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315171;Volksschule;1715552.9,6123772;Sankt Pöltner Straße 11;3233;Kilb;öffentl.;6;117;56;61;NMSH;310072;Mittelschule;Neue Mittelschule an Hauptschulen;Neugasse 3;3720;Ravelsbach;0
VS;315171;Volksschule;1715552.9,6123772;Sankt Pöltner Straße 11;3233;Kilb;öffentl.;6;117;56;61;AHS;302026;Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium;AHS-Unterstufe;Schulring 16;3100;St. Pölten;0
VS;315181;Volksschule;1706082.27,6118771.82;Schulgasse 2;3241;Kirnberg an der Mank;öffentl.;4;62;36;26;NMSH;315062;Mittelschule;Neue Mittelschule an Hauptschulen;Schulstraße 7;3240;Mank;10
VS;315181;Volksschule;1706082.27,6118771.82;Schulgasse 2;3241;Kirnberg an der Mank;öffentl.;4;62;36;26;NMSH;320082;Sportmittelschule;Neue Mittelschule an Hauptschulen;Feldgasse 3;3270;Scheibbs;0
VS;315191;Volksschule;1694518.69,6143376.5;Schulstraße 2;3660;Klein-Pöchlarn;öffentl.;2;35;18;17;NMSH;315082;Mittelschule;Neue Mittelschule an Hauptschulen;Nibelungenstraße 5;3380;Pöchlarn;8
VS;315191;Volksschule;1694518.69,6143376.5;Schulstraße 2;3660;Klein-Pöchlarn;öffentl.;2;35;18;17;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315191;Volksschule;1694518.69,6143376.5;Schulstraße 2;3660;Klein-Pöchlarn;öffentl.;2;35;18;17;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315201;Volksschule;1688261.04,6141441.65;Rathausstraße 10;3375;Krummnußbaum;öffentl.;4;77;29;48;NMSH;315042;Mittelschule;Neue Mittelschule an Hauptschulen;Rathausstraße 10;3375;Krummnußbaum;10
VS;315201;Volksschule;1688261.04,6141441.65;Rathausstraße 10;3375;Krummnußbaum;öffentl.;4;77;29;48;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315201;Volksschule;1688261.04,6141441.65;Rathausstraße 10;3375;Krummnußbaum;öffentl.;4;77;29;48;NMSH;315082;Mittelschule;Neue Mittelschule an Hauptschulen;Nibelungenstraße 5;3380;Pöchlarn;0
VS;315201;Volksschule;1688261.04,6141441.65;Rathausstraße 10;3375;Krummnußbaum;öffentl.;4;77;29;48;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315221;Volksschule Leiben;1700431.17,6147418.65;Haupstraße 11;3652;Leiben;öffentl.;4;66;40;26;NMSH;315132;Mittelschule;Neue Mittelschule an Hauptschulen;Schulgasse 2;3644;Emmersdorf an der Donau;8
VS;315221;Volksschule Leiben;1700431.17,6147418.65;Haupstraße 11;3652;Leiben;öffentl.;4;66;40;26;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315221;Volksschule Leiben;1700431.17,6147418.65;Haupstraße 11;3652;Leiben;öffentl.;4;66;40;26;NMSH;305022;Mittelschule;Neue Mittelschule an Hauptschulen;Pestalozzistraße 2;3300;Amstetten;0
VS;315231;Volksschule;1714274.4,6140077.1;Otto Glöckelstraße 6-8;3382;Loosdorf;öffentl.;11;207;89;118;NMSH;315052;Mittelschule;Neue Mittelschule an Hauptschulen;Otto-Glöckel-Straße 6-8;3382;Loosdorf;26
VS;315231;Volksschule;1714274.4,6140077.1;Otto Glöckelstraße 6-8;3382;Loosdorf;öffentl.;11;207;89;118;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;19
VS;315231;Volksschule;1714274.4,6140077.1;Otto Glöckelstraße 6-8;3382;Loosdorf;öffentl.;11;207;89;118;NMSH;315072;Mittelschule (Jakob-Prandtauer-Schule);Neue Mittelschule an Hauptschulen;Abt-Karl-Straße 41;3390;Melk;0
VS;315231;Volksschule;1714274.4,6140077.1;Otto Glöckelstraße 6-8;3382;Loosdorf;öffentl.;11;207;89;118;NMSH;302012;Mittelschule (Dr. Theodor Körner I);Neue Mittelschule an Hauptschulen;Johann-Gasser-Gasse 7;3100;St. Pölten;0
VS;315231;Volksschule;1714274.4,6140077.1;Otto Glöckelstraße 6-8;3382;Loosdorf;öffentl.;11;207;89;118;NMSH;315062;Mittelschule;Neue Mittelschule an Hauptschulen;Schulstraße 7;3240;Mank;0
VS;315231;Volksschule;1714274.4,6140077.1;Otto Glöckelstraße 6-8;3382;Loosdorf;öffentl.;11;207;89;118;AHS;302036;Privates Gymnasium Mary Ward der Vereinigung von Ordensschulen Österreichs;AHS-Unterstufe;Schneckgasse 3;3100;St. Pölten;0
VS;315241;Volksschule;1707959.75,6125181.04;Friedhofsweg 6;3240;Mank;öffentl.;8;138;71;67;NMSH;315062;Mittelschule;Neue Mittelschule an Hauptschulen;Schulstraße 7;3240;Mank;29
VS;315241;Volksschule;1707959.75,6125181.04;Friedhofsweg 6;3240;Mank;öffentl.;8;138;71;67;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315251;Volksschule;1686402.33,6142571.37;Marktstraße 16;3671;Marbach an der Donau;öffentl.;4;66;31;35;NMSH;315152;Mittelschule;Neue Mittelschule an Hauptschulen;Schubertstraße 32;3680;Persenbeug;0
VS;315251;Volksschule;1686402.33,6142571.37;Marktstraße 16;3671;Marbach an der Donau;öffentl.;4;66;31;35;NMSH;315012;Sportmittelschule Südliches Waldviertel - Yspertal;Neue Mittelschule an Hauptschulen;Am Campus 2;3683;Yspertal;0
VS;315251;Volksschule;1686402.33,6142571.37;Marktstraße 16;3671;Marbach an der Donau;öffentl.;4;66;31;35;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315251;Volksschule;1686402.33,6142571.37;Marktstraße 16;3671;Marbach an der Donau;öffentl.;4;66;31;35;NMSH;922012;Mittelschule;Neue Mittelschule an Hauptschulen;Anton-Sattler-Gasse 93;1220;Wien;0
VS;315261;Volksschule;1687231.59,6144426.52;Maria Taferl 32;3672;Maria Taferl;öffentl.;3;46;21;25;NMSH;315152;Mittelschule;Neue Mittelschule an Hauptschulen;Schubertstraße 32;3680;Persenbeug;7
VS;315261;Volksschule;1687231.59,6144426.52;Maria Taferl 32;3672;Maria Taferl;öffentl.;3;46;21;25;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315261;Volksschule;1687231.59,6144426.52;Maria Taferl 32;3672;Maria Taferl;öffentl.;3;46;21;25;AHS;407016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Keramikstraße 28;4810;Gmunden;0
VS;315291;Volksschule;1707514.47,6144381.27;Dr. Wilhelm Reichstr. 7;3390;Melk;öffentl.;12;231;127;104;NMSH;315072;Mittelschule (Jakob-Prandtauer-Schule);Neue Mittelschule an Hauptschulen;Abt-Karl-Straße 41;3390;Melk;28
VS;315291;Volksschule;1707514.47,6144381.27;Dr. Wilhelm Reichstr. 7;3390;Melk;öffentl.;12;231;127;104;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;22
VS;315291;Volksschule;1707514.47,6144381.27;Dr. Wilhelm Reichstr. 7;3390;Melk;öffentl.;12;231;127;104;NMSH;315132;Mittelschule;Neue Mittelschule an Hauptschulen;Schulgasse 2;3644;Emmersdorf an der Donau;0
VS;315291;Volksschule;1707514.47,6144381.27;Dr. Wilhelm Reichstr. 7;3390;Melk;öffentl.;12;231;127;104;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315291;Volksschule;1707514.47,6144381.27;Dr. Wilhelm Reichstr. 7;3390;Melk;öffentl.;12;231;127;104;NMSH;302032;Musikmittelschule (Dr. Theodor Körner II);Neue Mittelschule an Hauptschulen;Johann Gasser Straße 7;3100;St. Pölten;0
VS;315291;Volksschule;1707514.47,6144381.27;Dr. Wilhelm Reichstr. 7;3390;Melk;öffentl.;12;231;127;104;ASTAT;302112;Sekundarschule Integr. Montessori Atelier d. Vereins Integratives Montessori Atelier - Kath. Verein z. Förd. d. persönlichen Entwicklung;Sonst. allgemeinbild. (Statut)Schulen;Herzogenburgerstraße 68;3100;St. Pölten;0
VS;315301;Volksschule;1684207.84,6151195.47;Münichreith am Ostrong 44;3662;Münichreith am Ostrong;öffentl.;1;24;12;12;NMSH;315092;Mittelschule;Neue Mittelschule an Hauptschulen;Schulstraße 3;3650;Pöggstall;13
VS;315301;Volksschule;1684207.84,6151195.47;Münichreith am Ostrong 44;3662;Münichreith am Ostrong;öffentl.;1;24;12;12;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315301;Volksschule;1684207.84,6151195.47;Münichreith am Ostrong 44;3662;Münichreith am Ostrong;öffentl.;1;24;12;12;NMSH;315012;Sportmittelschule Südliches Waldviertel - Yspertal;Neue Mittelschule an Hauptschulen;Am Campus 2;3683;Yspertal;0
VS;315301;Volksschule;1684207.84,6151195.47;Münichreith am Ostrong 44;3662;Münichreith am Ostrong;öffentl.;1;24;12;12;NMSH;315082;Mittelschule;Neue Mittelschule an Hauptschulen;Nibelungenstraße 5;3380;Pöchlarn;0
VS;315301;Volksschule;1684207.84,6151195.47;Münichreith am Ostrong 44;3662;Münichreith am Ostrong;öffentl.;1;24;12;12;NMSH;503122;Mittelschule;Neue Mittelschule an Hauptschulen;Aichbergstraße 1;5204;Straßwalchen;0
VS;315321;Volksschule;1676101.51,6129936.04;Schulstraße 7;3371;Neumarkt an der Ybbs;öffentl.;7;116;56;60;NMSH;315022;Mittelschule;Neue Mittelschule an Hauptschulen;Lindenstraße 18;3372;Blindenmarkt;12
VS;315321;Volksschule;1676101.51,6129936.04;Schulstraße 7;3371;Neumarkt an der Ybbs;öffentl.;7;116;56;60;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315321;Volksschule;1676101.51,6129936.04;Schulstraße 7;3371;Neumarkt an der Ybbs;öffentl.;7;116;56;60;NMSH;320102;Mittelschule;Neue Mittelschule an Hauptschulen;Karl-Hager-Platz 2;3250;Wieselburg;0
VS;315321;Volksschule;1676101.51,6129936.04;Schulstraße 7;3371;Neumarkt an der Ybbs;öffentl.;7;116;56;60;NMSH;315112;Mittelschule;Neue Mittelschule an Hauptschulen;Schulring 7;3370;Ybbs an der Donau;0
VS;315321;Volksschule;1676101.51,6129936.04;Schulstraße 7;3371;Neumarkt an der Ybbs;öffentl.;7;116;56;60;NMSH;320092;Mittelschule;Neue Mittelschule an Hauptschulen;Schulstraße 1;3261;Steinakirchen am Forst;0
VS;315321;Volksschule;1676101.51,6129936.04;Schulstraße 7;3371;Neumarkt an der Ybbs;öffentl.;7;116;56;60;NMSH;315052;Mittelschule;Neue Mittelschule an Hauptschulen;Otto-Glöckel-Straße 6-8;3382;Loosdorf;0
VS;315321;Volksschule;1676101.51,6129936.04;Schulstraße 7;3371;Neumarkt an der Ybbs;öffentl.;7;116;56;60;AHS;302016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Josefstraße 84;3101;St. Pölten;0
VS;315321;Volksschule;1676101.51,6129936.04;Schulstraße 7;3371;Neumarkt an der Ybbs;öffentl.;7;116;56;60;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315331;Volksschule;1668098.99,6143898.64;Unterer Markt 12;3691;Nöchling;öffentl.;4;57;36;21;NMSH;411112;Mittelschule;Neue Mittelschule an Hauptschulen;Markt 67;4391;Waldhausen im Strudengau;8
VS;315331;Volksschule;1668098.99,6143898.64;Unterer Markt 12;3691;Nöchling;öffentl.;4;57;36;21;NMSH;315012;Sportmittelschule Südliches Waldviertel - Yspertal;Neue Mittelschule an Hauptschulen;Am Campus 2;3683;Yspertal;0
VS;315341;Volksschule;1679275.55,6137797.52;Rollfährestraße 15;3680;Persenbeug;öffentl.;8;151;69;82;NMSH;315152;Mittelschule;Neue Mittelschule an Hauptschulen;Schubertstraße 32;3680;Persenbeug;15
VS;315341;Volksschule;1679275.55,6137797.52;Rollfährestraße 15;3680;Persenbeug;öffentl.;8;151;69;82;NMSH;315012;Sportmittelschule Südliches Waldviertel - Yspertal;Neue Mittelschule an Hauptschulen;Am Campus 2;3683;Yspertal;10
VS;315341;Volksschule;1679275.55,6137797.52;Rollfährestraße 15;3680;Persenbeug;öffentl.;8;151;69;82;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315341;Volksschule;1679275.55,6137797.52;Rollfährestraße 15;3680;Persenbeug;öffentl.;8;151;69;82;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315341;Volksschule;1679275.55,6137797.52;Rollfährestraße 15;3680;Persenbeug;öffentl.;8;151;69;82;NMSH;314032;Mittelschule und Ski-Mittelschule;Neue Mittelschule an Hauptschulen;Castellistraße 8;3180;Lilienfeld;0
VS;315341;Volksschule;1679275.55,6137797.52;Rollfährestraße 15;3680;Persenbeug;öffentl.;8;151;69;82;NMSH;315152;Mittelschule;Neue Mittelschule an Hauptschulen;Schubertstraße 32;3680;Persenbeug;0
VS;315351;Volksschule;1686850.54,6131395.68;Schulplatz 5;3252;Petzenkirchen;öffentl.;8;127;70;57;NMSH;320102;Mittelschule;Neue Mittelschule an Hauptschulen;Karl-Hager-Platz 2;3250;Wieselburg;13
VS;315351;Volksschule;1686850.54,6131395.68;Schulplatz 5;3252;Petzenkirchen;öffentl.;8;127;70;57;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;11
VS;315351;Volksschule;1686850.54,6131395.68;Schulplatz 5;3252;Petzenkirchen;öffentl.;8;127;70;57;NMSH;315112;Mittelschule;Neue Mittelschule an Hauptschulen;Schulring 7;3370;Ybbs an der Donau;0
VS;315351;Volksschule;1686850.54,6131395.68;Schulplatz 5;3252;Petzenkirchen;öffentl.;8;127;70;57;NMSH;305162;Mittelschule Hausmening;Neue Mittelschule an Hauptschulen;Winthalstraße 23;3363;Ulmerfeld-Hausmening;0
VS;315351;Volksschule;1686850.54,6131395.68;Schulplatz 5;3252;Petzenkirchen;öffentl.;8;127;70;57;NMSH;315102;Mittelschule;Neue Mittelschule an Hauptschulen;Manker Straße 1;3243;St. Leonhard am Forst;0
VS;315351;Volksschule;1686850.54,6131395.68;Schulplatz 5;3252;Petzenkirchen;öffentl.;8;127;70;57;NMSH;320062;Mittelschule;Neue Mittelschule an Hauptschulen;Schulgasse 13;3251;Purgstall an der Erlauf;0
VS;315391;Volksschule;1693615.22,6141970.35;Gernotstraße 4;3380;Pöchlarn;öffentl.;8;135;61;74;NMSH;315082;Mittelschule;Neue Mittelschule an Hauptschulen;Nibelungenstraße 5;3380;Pöchlarn;27
VS;315391;Volksschule;1693615.22,6141970.35;Gernotstraße 4;3380;Pöchlarn;öffentl.;8;135;61;74;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;15
VS;315391;Volksschule;1693615.22,6141970.35;Gernotstraße 4;3380;Pöchlarn;öffentl.;8;135;61;74;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315391;Volksschule;1693615.22,6141970.35;Gernotstraße 4;3380;Pöchlarn;öffentl.;8;135;61;74;AHS;302016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Josefstraße 84;3101;St. Pölten;0
VS;315391;Volksschule;1693615.22,6141970.35;Gernotstraße 4;3380;Pöchlarn;öffentl.;8;135;61;74;NMSH;320092;Mittelschule;Neue Mittelschule an Hauptschulen;Schulstraße 1;3261;Steinakirchen am Forst;0
VS;315401;Volksschule;1692789.51,6159960.9;Schulstraße 5;3650;Pöggstall;öffentl.;5;91;54;37;NMSH;315092;Mittelschule;Neue Mittelschule an Hauptschulen;Schulstraße 3;3650;Pöggstall;21
VS;315401;Volksschule;1692789.51,6159960.9;Schulstraße 5;3650;Pöggstall;öffentl.;5;91;54;37;NMSH;308132;Mittelschule Matzen-Raggendorf;Neue Mittelschule an Hauptschulen;Jubiläumsplatz 10;2243;Matzen;0
VS;315411;Volksschule;1700658.88,6163733.04;Raxendorf 28;3654;Raxendorf;öffentl.;2;39;20;19;NMSH;315092;Mittelschule;Neue Mittelschule an Hauptschulen;Schulstraße 3;3650;Pöggstall;13
VS;315441;Volksschule;1701253.26,6129948.88;Schulstraße 2;3244;Ruprechtshofen;öffentl.;13;246;120;126;NMSH;315102;Mittelschule;Neue Mittelschule an Hauptschulen;Manker Straße 1;3243;St. Leonhard am Forst;33
VS;315441;Volksschule;1701253.26,6129948.88;Schulstraße 2;3244;Ruprechtshofen;öffentl.;13;246;120;126;NMSH;315102;Mittelschule;Sonderschulen;Manker Straße 1;3243;St. Leonhard am Forst;0
VS;315441;Volksschule;1701253.26,6129948.88;Schulstraße 2;3244;Ruprechtshofen;öffentl.;13;246;120;126;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315441;Volksschule;1701253.26,6129948.88;Schulstraße 2;3244;Ruprechtshofen;öffentl.;13;246;120;126;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315441;Volksschule;1701253.26,6129948.88;Schulstraße 2;3244;Ruprechtshofen;öffentl.;13;246;120;126;NMSH;315082;Mittelschule;Neue Mittelschule an Hauptschulen;Nibelungenstraße 5;3380;Pöchlarn;0
VS;315451;Volksschule;1671973.46,6134385.48;Lindenstraße 2;3376;St. Martin-Karlsbach;öffentl.;3;58;28;30;NMSH;315022;Mittelschule;Neue Mittelschule an Hauptschulen;Lindenstraße 18;3372;Blindenmarkt;16
VS;315451;Volksschule;1671973.46,6134385.48;Lindenstraße 2;3376;St. Martin-Karlsbach;öffentl.;3;58;28;30;NMSH;315112;Mittelschule;Neue Mittelschule an Hauptschulen;Schulring 7;3370;Ybbs an der Donau;0
VS;315451;Volksschule;1671973.46,6134385.48;Lindenstraße 2;3376;St. Martin-Karlsbach;öffentl.;3;58;28;30;AHS;305026;Bundesgymnasium;AHS-Unterstufe;Anzengruberstraße 6;3300;Amstetten;0
VS;315451;Volksschule;1671973.46,6134385.48;Lindenstraße 2;3376;St. Martin-Karlsbach;öffentl.;3;58;28;30;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315461;Volksschule;1673992.5,6151389.49;Untere Hauptstraße 8;3684;St. Oswald;öffentl.;4;52;28;24;NMSH;315012;Sportmittelschule Südliches Waldviertel - Yspertal;Neue Mittelschule an Hauptschulen;Am Campus 2;3683;Yspertal;13
VS;315461;Volksschule;1673992.5,6151389.49;Untere Hauptstraße 8;3684;St. Oswald;öffentl.;4;52;28;24;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315461;Volksschule;1673992.5,6151389.49;Untere Hauptstraße 8;3684;St. Oswald;öffentl.;4;52;28;24;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315491;Volksschule;1705687.52,6114252.86;Texing 19;3242;Texingtal;öffentl.;5;87;39;48;NMSH;315062;Mittelschule;Neue Mittelschule an Hauptschulen;Schulstraße 7;3240;Mank;15
VS;315491;Volksschule;1705687.52,6114252.86;Texing 19;3242;Texingtal;öffentl.;5;87;39;48;NMSH;320082;Sportmittelschule;Neue Mittelschule an Hauptschulen;Feldgasse 3;3270;Scheibbs;0
VS;315491;Volksschule;1705687.52,6114252.86;Texing 19;3242;Texingtal;öffentl.;5;87;39;48;NMSH;319162;Mittelschule;Sonderschulen;Markt 13;3213;Frankenfels;0
VS;315491;Volksschule;1705687.52,6114252.86;Texing 19;3242;Texingtal;öffentl.;5;87;39;48;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;0
VS;315501;Volksschule;1699417.93,6155103.15;Schulstraße 11/1;3653;Weiten;öffentl.;2;41;23;18;NMSH;315092;Mittelschule;Neue Mittelschule an Hauptschulen;Schulstraße 3;3650;Pöggstall;7
VS;315501;Volksschule;1699417.93,6155103.15;Schulstraße 11/1;3653;Weiten;öffentl.;2;41;23;18;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315511;Volksschule;1678901.06,6136530.11;Prof.-Wirtinger-Gasse 1;3370;Ybbs an der Donau;öffentl.;11;218;108;110;NMSH;315112;Mittelschule;Neue Mittelschule an Hauptschulen;Schulring 7;3370;Ybbs an der Donau;26
VS;315511;Volksschule;1678901.06,6136530.11;Prof.-Wirtinger-Gasse 1;3370;Ybbs an der Donau;öffentl.;11;218;108;110;AHS;320026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;14
VS;315511;Volksschule;1678901.06,6136530.11;Prof.-Wirtinger-Gasse 1;3370;Ybbs an der Donau;öffentl.;11;218;108;110;NMSH;315112;Mittelschule;Sonderschulen;Schulring 7;3370;Ybbs an der Donau;0
VS;315511;Volksschule;1678901.06,6136530.11;Prof.-Wirtinger-Gasse 1;3370;Ybbs an der Donau;öffentl.;11;218;108;110;NMSH;305022;Mittelschule;Neue Mittelschule an Hauptschulen;Pestalozzistraße 2;3300;Amstetten;0
VS;315511;Volksschule;1678901.06,6136530.11;Prof.-Wirtinger-Gasse 1;3370;Ybbs an der Donau;öffentl.;11;218;108;110;NMSH;315022;Mittelschule;Neue Mittelschule an Hauptschulen;Lindenstraße 18;3372;Blindenmarkt;0
VS;315511;Volksschule;1678901.06,6136530.11;Prof.-Wirtinger-Gasse 1;3370;Ybbs an der Donau;öffentl.;11;218;108;110;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315521;Volksschule;1698367.78,6137594.15;Pöchlarnerstraße 9;3393;Matzleinsdorf;öffentl.;2;44;16;28;NMSH;315102;Mittelschule;Neue Mittelschule an Hauptschulen;Manker Straße 1;3243;St. Leonhard am Forst;0
VS;315521;Volksschule;1698367.78,6137594.15;Pöchlarnerstraße 9;3393;Matzleinsdorf;öffentl.;2;44;16;28;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;0
VS;315541;Volksschule;1707096.2,6147373.2;Schulgasse 1;3644;Emmersdorf an der Donau;öffentl.;5;87;47;40;NMSH;315132;Mittelschule;Neue Mittelschule an Hauptschulen;Schulgasse 2;3644;Emmersdorf an der Donau;11
VS;315541;Volksschule;1707096.2,6147373.2;Schulgasse 1;3644;Emmersdorf an der Donau;öffentl.;5;87;47;40;AHS;315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner;AHS-Unterstufe;Abt-Berthold-Dietmayr-Straße 1;3390;Melk;9
VS;315541;Volksschule;1707096.2,6147373.2;Schulgasse 1;3644;Emmersdorf an der Donau;öffentl.;5;87;47;40;NMSH;315072;Mittelschule (Jakob-Prandtauer-Schule);Neue Mittelschule an Hauptschulen;Abt-Karl-Straße 41;3390;Melk;0
VS;315541;Volksschule;1707096.2,6147373.2;Schulgasse 1;3644;Emmersdorf an der Donau;öffentl.;5;87;47;40;NMSH;315052;Mittelschule;Neue Mittelschule an Hauptschulen;Otto-Glöckel-Straße 6-8;3382;Loosdorf;0
VS;315541;Volksschule;1707096.2,6147373.2;Schulgasse 1;3644;Emmersdorf an der Donau;öffentl.;5;87;47;40;NMSH;320062;Mittelschule;Neue Mittelschule an Hauptschulen;Schulgasse 13;3251;Purgstall an der Erlauf;0
