type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female;score;AHS-Unterstufe;Neue Mittelschule an AHS;Neue Mittelschule an Hauptschulen;Sonderschulen;Sonst. allgemeinbild. (Statut)Schulen;Wiederholung der Schulstufe im gleichen Schultyp
VS;209111;Volksschule;1663180.54,5884102.72;Lavamünd 35;9473;Lavamünd;öffentl.;6;89;38;51;0.02006420545746388;1;;19;;;1
VS;408281;Volksschule;1544998.62,6171448.12;Stauffstraße 7;4084;St. Agatha;öffentl.;4;89;43;46;0.02006420545746388;1;;21;;;
VS;409281;Volksschule;1587712.81,6101452.46;Schulstraße 21;4596;Steinbach an der Steyr;öffentl.;5;89;50;39;0.02006420545746388;1;;23;1;;1
VS;417161;Volksschule St. Lorenz - Tiefgraben;1484914.54,6081611.8;Thalgaustraße 4;5310;Tiefgraben;öffentl.;14;267;141;126;0.02006420545746388;3;;59;;;1
VS;610241;Volksschule;1721497.79,5887966.19;Klostergasse 10;8463;Leutschach an der Weinstraße;öffentl.;4;89;52;37;0.02006420545746388;1;;27;;;
VS;616201;Volksschule;1683307.75,5950679.96;Hauptstraße 31;8582;Rosental an der Kainach;öffentl.;5;89;54;35;0.02006420545746388;1;;10;;;1
VS;305251;Volksschule;1653159.14,6116193.3;Hauptstraße 23;3364;Neuhofen an der Ybbs;öffentl.;9;179;102;77;0.019952114924181964;2;;32;;;
VS;502131;Volksschule;1463226.97,6044915;Marktstraße  54;5431;Kuchl;öffentl.;17;358;160;198;0.019952114924181964;4;;61;;;1
VS;316571;Volksschule;1852296.87,6205533.3;Sportplatzstraße 49;2193;Wilfersdorf;öffentl.;6;90;49;41;0.01984126984126984;1;;12;;;
VS;412111;Volksschule;1507647.29,6138739.86;Dorfstraße 9;4921;Hohenzell;öffentl.;5;90;53;37;0.01984126984126984;1;;18;;;
VS;414021;Volksschule;1529493.19,6186663.4;St. Aegidi 34;4725;St. Aegidi;öffentl.;6;90;45;45;0.01984126984126984;1;;17;;;
VS;621171;Volksschule;1700497.65,6012538.2;Diemlach, Gustav-Kramer-Straße 27;8605;Kapfenberg;öffentl.;5;90;38;52;0.01984126984126984;1;;11;;;
VS;304041;Rudolf-Wehrl-Volksschule;1807217.8,6078719.02;Wöllersdorfer Straße 7;2700;Wiener Neustadt;öffentl.;9;181;82;99;0.019731649565903706;2;;20;;;1
VS;403061;Volksschule 2;1560950.59,6133721.65;Rablstraße 24;4601;Wels;öffentl.;14;273;138;135;0.019623233908948195;3;;30;;;
VS;506141;Volksschule;1426719.48,6015452.03;Lenzing;5760;Saalfelden am Steinernen Meer;öffentl.;5;91;52;39;0.019623233908948195;1;;4;;;
VS;702221;Volksschule;1206549.94,5993661.89;Schulgasse 37;6465;Nassereith;öffentl.;6;91;45;46;0.019623233908948195;1;;3;;;
VS;308281;Volksschule;1859515.73,6131283.58;Am Markt 30;2304;Orth an der Donau;öffentl.;9;183;101;82;0.019516003122560497;2;;33;;;1
VS;804261;Volksschule Markt;1073312.09,5986194.08;Sankt Peter-Gässele 2;6830;Rankweil;öffentl.;13;183;110;73;0.019516003122560497;2;;38;1;;
VS;709351;Volksschule Johannes Messner-Volksschule;1304112.17,5999894.84;Johannes-Messner-Weg 8;6130;Schwaz;öffentl.;14;275;148;127;0.01948051948051948;3;;24;;;
VS;206561;Volksschule;1475749.33,5902860.9;10. Oktoberstraße 28;9754;Steinfeld;öffentl.;6;92;48;44;0.019409937888198756;1;;13;;;
VS;305561;Volksschule;1648359.97,6128496.6;Schulstraße 2;3311;Zeillern;öffentl.;4;92;41;51;0.019409937888198756;1;;15;;;
VS;307071;Volksschule;1845877.79,6109109.18;Hauptplatz 14A;2434;Götzendorf an der Leitha;öffentl.;6;92;48;44;0.019409937888198756;1;;12;;;1
VS;321221;Volksschule;1774339.09,6154927.32;Schulgasse 2;3451;Michelhausen;öffentl.;8;184;93;91;0.019409937888198756;2;;16;;1;1
VS;610081;Volksschule;1710754.1,5901679.8;Gleinstätten 1;8443;Gleinstätten;öffentl.;5;92;45;47;0.019409937888198756;1;;27;;;1
VS;702011;Volksschule;1198019.81,5975583.59;Schulgasse 7;6471;Arzl im Pitztal;öffentl.;6;92;51;41;0.019409937888198756;1;;11;;;
VS;316131;Volksschule;1846241.27,6186948.32;Schulstraße 4;2191;Gaweinstal;öffentl.;10;185;85;100;0.019305019305019305;2;;29;;;1
VS;402081;Volksschule Tabor;1604827.21,6115324.59;Tabor, Taschlried 1-3;4400;Steyr;öffentl.;10;185;94;91;0.019305019305019305;2;;35;;;1
VS;306021;Volksschule;1780435.61,6109518.76;Hainfelderstraße 12;2571;Altenmarkt an der Triesting;öffentl.;4;93;43;50;0.019201228878648235;1;;15;;;2
VS;308021;Volksschule;1852129.65,6169382.13;Schulring 18;2214;Auersthal;öffentl.;5;93;48;45;0.019201228878648235;1;;14;1;;
VS;319241;Volksschule;1759818.69,6140913.57;Totzenbach, Kirchenstraße 10;3062;Kirchstetten;öffentl.;5;93;51;42;0.019201228878648235;1;;9;;;1
VS;320021;Volksschule;1680247.28,6094404.14;Schleierfallstraße 6;3292;Gaming;öffentl.;5;93;53;40;0.019201228878648235;1;;18;1;;
VS;610211;Volksschule;1729143.41,5919090.83;Grazerstraße 25;8403;Lebring-Sankt Margarethen;öffentl.;6;93;46;47;0.019201228878648235;1;;15;;;
VS;402041;Volksschule Ennsleite;1605316.27,6112268.69;Ennsleite, Otto-Glöckel-Straße 6;4400;Steyr;öffentl.;10;187;89;98;0.019098548510313212;2;;26;;;1
VS;404421;Volksschule;1464518.17,6126624.85;Hauptstraße 3;5231;Schalchen;öffentl.;9;187;94;93;0.019098548510313212;2;;26;;;
VS;920071;Volksschule (Leystraße 34);1823144.74,6147404.3;dzt. p.A.: Stromstraße 44;1200;Wien;öffentl.;9;187;117;70;0.019098548510313212;2;;44;;;3
VS;323171;Volksschule;1802510.08,6027678.07;Schulgasse 3;2851;Krumbach;öffentl.;6;94;61;33;0.018996960486322188;1;;14;;;
VS;406281;Volksschule;1639749.34,6172847.72;Schulstraße 5;4274;Schönau im Mühlkreis;öffentl.;6;94;44;50;0.018996960486322188;1;;17;;;
VS;610351;Volksschule;1739412.78,5901344.83;Schulstraße 11;8423;Sankt Veit in der Südsteiermark;öffentl.;6;94;51;43;0.018996960486322188;1;;12;;;
VS;614311;Volksschule;1604406.43,5966426.86;Scheifling-Sankt Lorenzen;8811;Scheifling;öffentl.;7;94;45;49;0.018996960486322188;1;;19;;;
VS;621011;Volksschule Aflenz;1696113,6031113.53;Aflenz Kurort 82;8623;Aflenz;öffentl.;5;94;51;43;0.018996960486322188;1;;15;;;1
VS;706161;Volksschule;1155857.34,5952366.53;Lochau 707;6555;Kappl;öffentl.;6;94;40;54;0.018996960486322188;1;;22;;;
VS;409341;Volksschule;1583915.99,6089575.47;Badstraße 26;4592;Leonstein;öffentl.;5;95;45;50;0.018796992481203006;1;;19;1;;1
VS;610141;Volksschule;1719866.76,5920638.06;Hengsberg 7;8411;Hengsberg;öffentl.;5;95;55;40;0.018796992481203006;1;;2;;;
VS;709021;Volksschule;1324019.34,5985261.12;Höhenstraße 10;6274;Aschau im Zillertal;öffentl.;6;95;53;42;0.018796992481203006;1;;17;;;
VS;801531;Dislozierte Klasse der Volksschule (Leitung: 801541) 6774 Tschagguns;1102231.55,5954572.44;Schulplatz 2a;6774;Tschagguns;öffentl.;6;95;50;45;0.018796992481203006;1;;15;;;
VS;804361;Volksschule;1074638.67,5991751.25;Kirchweg 3;6837;Weiler;öffentl.;6;95;48;47;0.018796992481203006;1;;17;;;
VS;318351;Volksschule;1795914.05,6049907.44;Schulgasse 100;2831;Scheiblingkirchen-Thernberg;öffentl.;6;96;60;36;0.018601190476190473;1;;35;;;1
VS;321061;Volksschule;1760980.3,6180320.07;Schulplatz 1;3481;Fels am Wagram;öffentl.;5;96;47;49;0.018601190476190473;1;;11;;;
VS;406141;Volksschule;1618772.51,6185798.07;Oswalderstraße 6;4291;Lasberg;öffentl.;6;96;55;41;0.018601190476190473;1;;11;;;
VS;606131;Volksschule;1708245.15,5964183.39;Dr.-Karl-Renner-Straße 18;8101;Gratkorn;öffentl.;15;288;158;130;0.018601190476190473;3;;19;;;
VS;709091;Volksschule;1318831.54,5998810.87;Schulstraße 16;6263;Fügen;öffentl.;9;192;91;101;0.018601190476190473;2;;38;1;;
VS;703181;Volksschule;1261574.74,5962904.98;Stubaitalstraße 8;6167;Neustift im Stubaital;öffentl.;10;193;103;90;0.01850481125092524;2;;33;;;
VS;417491;Volksschule;1482836.25,6090220.16;Gassen 5;4893;Zell am Moos;öffentl.;6;97;54;43;0.01840942562592047;1;;14;;;
VS;502021;Volksschule;1461658.44,6057070.21;Adnet 203a;5421;Adnet;öffentl.;10;194;96;98;0.01840942562592047;2;;28;;;1
VS;804381;Volksschule Muntlix;1075517.6,5988683.53;Fidelisgasse 6;6835;Zwischenwasser;öffentl.;7;97;43;54;0.01840942562592047;1;;11;;;
VS;305501;Volksschule;1638162.65,6134042.19;Wallsee, St. Severinstraße 17;3313;Wallsee-Sindelburg;öffentl.;6;98;44;54;0.01822157434402332;1;;25;;;
VS;705341;Volksschule Oberlangkampfen;1345858.42,6027909.77;Innstraße 5;6336;Langkampfen;öffentl.;7;98;51;47;0.01822157434402332;1;;16;;;1
VS;307051;Volksschule Enzersdorf-Margarethen;1848466.44,6120816.56;Schlossgasse 4;2431;Enzersdorf an der Fischa;öffentl.;10;198;101;97;0.018037518037518036;2;;21;;;
VS;307121;Volksschule;1869335.78,6117696.32;Am Limes 1;2465;Höflein;öffentl.;6;99;50;49;0.018037518037518036;1;;4;;;1
VS;412331;Volksschule III Riedbergschule;1500417.71,6142479.74;an der Kasernstraße;4910;Ried im Innkreis;öffentl.;6;99;55;44;0.018037518037518036;1;;9;;;1
VS;612511;Volksschule;1574256.78,6027574.5;Sallaberg 10;8943;Aigen im Ennstal;öffentl.;6;99;51;48;0.018037518037518036;1;;10;;;
VS;305141;Volksschule;1668034.29,6122385.85;Schulstraße 7;3325;Ferschnitz;öffentl.;6;100;59;41;0.017857142857142856;1;;15;;;
VS;406121;Volksschule;1651411.23,6175093.99;Schulstraße 7;4280;Königswiesen;öffentl.;6;100;54;46;0.017857142857142856;1;;30;;;
VS;506401;Volksschule;1406358.86,6006119.49;Saalbach, Schulstraße 466;5753;Saalbach-Hinterglemm;öffentl.;6;100;51;49;0.017857142857142856;1;;11;;;
VS;610101;Volksschule;1718832.66,5899060.04;Großklein 9;8452;Großklein;öffentl.;6;100;54;46;0.017857142857142856;1;;17;;;1
VS;107061;Volksschule;1884399.07,6079662.48;Kirchenplatz 1b;7132;Frauenkirchen;öffentl.;6;101;53;48;0.01768033946251768;1;;27;1;;1
VS;411031;Volksschule;1641538.27,6141585.8;Baumgartenberg 56;4342;Baumgartenberg;öffentl.;7;101;51;50;0.01768033946251768;1;;10;;;
VS;413341;Volksschule;1567431.03,6190933.24;Pfarrerberg 3;4171;St. Peter am Wimberg;öffentl.;7;101;44;57;0.01768033946251768;1;;27;;;
VS;415251;Volksschule Sierninghofen;1595765.95,6114955.9;Neuzeug, Steyrtalstraße 10;4523;Sierning;öffentl.;10;202;110;92;0.01768033946251768;2;;23;;;1
VS;802081;Volksschule;1094222.02,6015912.64;Hof 701;6861;Alberschwende;öffentl.;6;101;56;45;0.01768033946251768;1;;23;;;
VS;503281;Volksschule;1469114.56,6099991.09;Kirchenstraße 9;5203;Köstendorf;öffentl.;6;102;59;43;0.017507002801120445;1;;25;;;1
VS;923081;Volksschule;1811725.88,6129568.48;Korbgasse 1;1230;Wien;öffentl.;13;306;165;141;0.017507002801120445;3;18;34;;;1
VS;207531;Volksschule;1542522.52,5887986.72;Öhringerplatz 1;9521;Treffen am Ossiacher See;öffentl.;7;103;50;53;0.017337031900138692;1;;26;;;
VS;417111;Volksschule;1533291.97,6110305.3;Desselbrunn 56;4693;Desselbrunn;öffentl.;6;103;49;54;0.017337031900138692;1;;3;;;
VS;415241;Volksschule;1592665.33,6113816.35;Neustraße 21;4522;Sierning;öffentl.;11;207;99;108;0.017253278122843337;2;;30;;;
VS;314191;Volksschule;1739150.81,6114676.29;Ebnerstraße 6;3160;Traisen;öffentl.;6;104;46;58;0.01717032967032967;1;;25;;;
VS;405121;Volksschule;1550593.19,6151203.35;Weberberg 1;4076;St. Marienkirchen an der Polsenz;öffentl.;6;104;56;48;0.01717032967032967;1;;13;;;
VS;413451;Volksschule;1548241.18,6219966.12;Stifterstraße 5;4161;Ulrichsberg;öffentl.;7;104;65;39;0.01717032967032967;1;;26;;;
VS;504161;Volksschule;1458150.35,5993953.45;Hofmarkt 10;5622;Goldegg;öffentl.;7;104;54;50;0.01717032967032967;1;;14;;;1
VS;623361;Volksschule;1779652.84,5890833.88;Grazertorplatz 4;8490;Bad Radkersburg;öffentl.;6;104;56;48;0.01717032967032967;1;;18;;;1
VS;801511;Volksschule;1087446.6,5974698.69;Kirchgasse 6-8;6712;Thüringen;öffentl.;7;104;61;43;0.01717032967032967;1;;20;1;;1
VS;107071;Volksschule;1890742.03,6109516.72;Untere Dorfstraße 8-10;2474;Gattendorf;öffentl.;7;105;49;56;0.017006802721088437;1;;9;1;;
VS;305531;Volksschule;1652839.43,6122054.29;Hauptstraße 13;3300;Winklarn;öffentl.;6;105;59;46;0.017006802721088437;1;;15;;;
VS;409021;Volksschule Grünburg;1586840.03,6098257.62;Schulstraße 6;4593;Obergrünburg;öffentl.;6;106;59;47;0.016846361185983826;1;;11;;;
VS;612661;Volksschule;1551125.02,6032891.36;Bad Mitterndorf 405;8983;Bad Mitterndorf;öffentl.;6;106;59;47;0.016846361185983826;1;;11;;;
VS;701011;Volksschule;1268556.29,5984704.37;Leopoldstraße 15;6020;Innsbruck;öffentl.;7;106;58;48;0.016846361185983826;1;;12;1;;
VS;308081;Volksschule;1879443.2,6137176.21;Untere Hauptstraße 16;2292;Engelhartstetten;öffentl.;6;107;55;52;0.016688918558077435;1;;17;;;1
VS;406051;Volksschule;1626528.55,6176410.44;Pregartenerstraße 4;4293;Gutau;öffentl.;6;107;65;42;0.016688918558077435;1;;21;;;
VS;408681;Volksschule;1534088.16,6174934.08;Pühretstraße 14;4724;Neukirchen am Walde;öffentl.;7;107;53;54;0.016688918558077435;1;;22;;;
VS;305081;Volksschule;1637379.42,6111655.66;Im Ort 8;3353;Biberbach;öffentl.;7;108;56;52;0.016534391534391533;1;;11;;;
VS;319021;Volksschule;1772648.12,6147615.45;Barbaragasse 27;3041;Asperhofen;öffentl.;7;108;62;46;0.016534391534391533;1;;15;;;
VS;610331;Volksschule;1719648.38,5913026.65;Sankt Nikolai im Sausal 35;8505;Sankt Nikolai im Sausal;öffentl.;7;108;51;57;0.016534391534391533;1;;12;;;
VS;612711;Volksschule;1519735.76,6011287.58;Ramsau am Dachstein 187;8972;Ramsau am Dachstein;öffentl.;6;109;49;60;0.0163826998689384;1;;21;;;
VS;707541;Volksschule;1386791.2,5942448.93;Niedermauernstraße 11;9972;Virgen;öffentl.;8;109;59;50;0.0163826998689384;1;;15;;;
VS;104071;Volksschule;1817158,5950889.56;Batthyanystraße 23;7540;Güssing;öffentl.;7;110;57;53;0.016233766233766232;1;;24;;;
VS;702401;Volksschule;1216622.82,5964679.95;Schulplatz 5;6441;Umhausen;öffentl.;6;110;61;49;0.016233766233766232;1;;27;;;
VS;707091;Volksschule;1427074.27,5914692.87;Pestalozzistraße 2;9990;Nussdorf-Debant;öffentl.;8;110;62;48;0.016233766233766232;1;;14;1;;
VS;412381;Volksschule;1502506.89,6145566.06;Schulstraße 1;4911;Tumeltsham;öffentl.;8;111;49;62;0.016087516087516084;1;;17;;;
VS;622241;Volksschule Grazerstraße;1762887.59,5991093.07;Grazerstraße 195;8225;Pöllau;öffentl.;7;111;61;50;0.016087516087516084;1;;21;;;
VS;622441;Volksschule;1787489.85,6014302.76;Anton-Bauer-Gasse 75;8240;Friedberg;öffentl.;6;111;59;52;0.016087516087516084;1;;31;;;
VS;404101;Volksschule;1458266.19,6140673.51;Neukirchnerstraße 2;5274;Burgkirchen;öffentl.;7;112;53;59;0.015943877551020405;1;;16;;;
VS;412201;Volksschule;1485853.27,6135944.46;Schulstraße 10;4931;Mettmach;öffentl.;7;112;54;58;0.015943877551020405;1;;22;;;1
VS;206441;Volksschule;1525692.17,5909313.92;Fischerstraße 16;9545;Radenthein;öffentl.;8;114;56;58;0.015664160401002505;1;;26;;;
VS;305011;Volksschule Volksschule im Farbengarten;1646761.81,6111296.28;Markt 50;3365;Allhartsberg;öffentl.;7;114;57;57;0.015664160401002505;1;;24;;;1
VS;308231;Volksschule;1882166.06,6151173.34;Fünfhaus 2;2293;Marchegg;öffentl.;7;114;51;63;0.015664160401002505;1;1;19;1;;1
VS;606031;Volksschule;1711996.4,5933501.43;Dobl, Schulweg 2;8143;Dobl-Zwaring;öffentl.;7;114;55;59;0.015664160401002505;1;1;24;;;
VS;504051;Volksschule Bischofshofen-Markt;1471335.27,6009875.32;Gasteinerstraße 11-13;5500;Bischofshofen;öffentl.;12;229;113;116;0.015595757953836555;2;;52;;;1
VS;206141;Volksschule;1507171.57,5927125.08;Waschanger 5;9853;Gmünd in Kärnten;öffentl.;8;115;59;56;0.015527950310559004;1;;21;;;
VS;412161;Volksschule;1492479.36,6130967.32;Lohnsburg 88;4923;Lohnsburg am Kobernaußerwald;öffentl.;8;115;57;58;0.015527950310559004;1;;18;;;
VS;617041;Volksschule;1747134.06,6000352.41;Schulgasse 1;8190;Birkfeld;öffentl.;8;115;64;51;0.015527950310559004;1;;24;;;2
VS;704161;Volksschule;1379264.76,6015034.25;Schulgasse 2;6370;Kitzbühel;öffentl.;12;230;119;111;0.015527950310559004;2;;36;;;
VS;412401;Volksschule;1494197.53,6129723.84;Schulweg 5;4924;Waldzell;öffentl.;8;116;57;59;0.015394088669950737;1;;29;;;
VS;804091;Volksschule;1066472,5979098.22;Tisis, Josef-Mähr-Straße 5;6807;Feldkirch;öffentl.;12;232;123;109;0.015394088669950737;2;;24;;;
VS;308161;Volksschule;1882317.03,6208820.22;Schulgasse 1a;2273;Hohenau an der March;öffentl.;7;117;66;51;0.015262515262515262;1;;16;;;1
VS;404111;Volksschule;1446217.46,6119801.38;Marktplatz 15;5142;Eggelsberg;öffentl.;7;117;56;61;0.015262515262515262;1;;26;;;
VS;406311;Volksschule;1627677.57,6161913.07;Schulstraße 4;4284;Tragwein;öffentl.;8;118;63;55;0.015133171912832928;1;;24;;;1
VS;504261;Volksschule;1470114.41,6017268.56;Pfarrwerfen 119;5452;Pfarrwerfen;öffentl.;7;118;52;66;0.015133171912832928;1;;11;;;
VS;705111;Volksschule;1359804.98,6045293.06;Wildbichler Straße 32;6341;Ebbs;öffentl.;12;236;133;103;0.015133171912832928;2;;38;;;
VS;416271;Volksschule;1582676.98,6199424.73;Hauptstraße 21;4191;Vorderweißenbach;öffentl.;8;119;67;52;0.015006002400960382;1;;19;;;
VS;408671;Volksschule;1530470.34,6173390.57;Vischerstraße 4;4723;Natternbach;öffentl.;7;120;57;63;0.01488095238095238;1;;19;;;
VS;412181;Volksschule;1496189.86,6155914.32;Diesseits 94;4973;St. Martin im Innkreis;öffentl.;8;120;66;54;0.01488095238095238;1;;20;;;1
VS;704031;Volksschule;1364057.49,6015948.05;Pfarrfeld 1;6364;Brixen im Thale;öffentl.;8;120;59;61;0.01488095238095238;1;;19;;;
